"TIME","GEO","CURRENCY","Value","Flag and Footnotes"
"2007S1","Denmark","Euro",":","z"
"2007S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2007S1","Estonia","Euro","230.08",""
"2007S1","Ireland","Euro","1,402.70",""
"2007S1","Greece","Euro","730.30",""
"2007S1","Spain","Euro","665.70",""
"2007S1","France","Euro","1,254.28",""
"2007S1","Croatia","Euro",":","z"
"2007S1","Italy","Euro",":","z"
"2007S1","Cyprus","Euro",":","z"
"2007S1","Latvia","Euro","172.12",""
"2007S1","Lithuania","Euro","173.77",""
"2007S1","Luxembourg","Euro","1,570.28",""
"2007S1","Hungary","Euro","260.16",""
"2007S1","Malta","Euro","601.91",""
"2007S1","Netherlands","Euro","1,300.80",""
"2007S1","Austria","Euro",":","z"
"2007S1","Poland","Euro","244.32",""
"2007S1","Portugal","Euro","470.17",""
"2007S1","Romania","Euro","115.27",""
"2007S1","Slovenia","Euro","521.80",""
"2007S1","Slovakia","Euro","220.71",""
"2007S1","Finland","Euro",":","z"
"2007S1","Sweden","Euro",":","z"
"2007S1","United Kingdom","Euro","1,314.97",""
"2007S1","Iceland","Euro",":","z"
"2007S1","Norway","Euro",":","z"
"2007S1","Switzerland","Euro",":","z"
"2007S1","Montenegro","Euro",":",""
"2007S1","Former Yugoslav Republic of Macedonia, the","Euro",":","z"
"2007S1","Albania","Euro",":",""
"2007S1","Serbia","Euro",":",""
"2007S1","Turkey","Euro","301.77",""
"2007S1","United States","Euro","677.81",""
"2008S1","Belgium","Euro","1,309.60",""
"2008S1","Bulgaria","Euro","112.49",""
"2008S1","Czech Republic","Euro","300.44",""
"2008S1","Denmark","Euro",":","z"
"2008S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2008S1","Estonia","Euro","278.02",""
"2008S1","Ireland","Euro","1,461.85",""
"2008S1","Greece","Euro","794.02",""
"2008S1","Spain","Euro","700.00",""
"2008S1","France","Euro","1,280.07",""
"2008S1","Croatia","Euro",":","z"
"2008S1","Italy","Euro",":","z"
"2008S1","Cyprus","Euro",":","z"
"2008S1","Latvia","Euro","229.75",""
"2008S1","Lithuania","Euro","231.70",""
"2008S1","Luxembourg","Euro","1,570.28",""
"2008S1","Hungary","Euro","271.94",""
"2008S1","Malta","Euro","617.21",""
"2008S1","Netherlands","Euro","1,335.00",""
"2008S1","Austria","Euro",":","z"
"2008S1","Poland","Euro","313.34",""
"2008S1","Portugal","Euro","497.00",""
"2008S1","Romania","Euro","138.59",""
"2008S1","Slovenia","Euro","538.53",""
"2008S1","Slovakia","Euro","241.19",""
"2008S1","Finland","Euro",":","z"
"2008S1","Sweden","Euro",":","z"
"2008S1","United Kingdom","Euro","1,242.24",""
"2008S1","Iceland","Euro",":","z"
"2008S1","Norway","Euro",":","z"
"2008S1","Switzerland","Euro",":","z"
"2008S1","Montenegro","Euro",":",""
"2008S1","Former Yugoslav Republic of Macedonia, the","Euro",":","z"
"2008S1","Albania","Euro",":",""
"2008S1","Serbia","Euro",":",""
"2008S1","Turkey","Euro","354.34",""
"2008S1","United States","Euro","688.81",""
"2009S1","Belgium","Euro","1,387.50",""
"2009S1","Bulgaria","Euro","122.71",""
"2009S1","Czech Republic","Euro","297.67",""
"2009S1","Denmark","Euro",":","z"
"2009S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2009S1","Estonia","Euro","278.02",""
"2009S1","Ireland","Euro","1,461.85",""
"2009S1","Greece","Euro","817.83",""
"2009S1","Spain","Euro","728.00",""
"2009S1","France","Euro","1,321.02",""
"2009S1","Croatia","Euro","373.46",""
"2009S1","Italy","Euro",":","z"
"2009S1","Cyprus","Euro",":","z"
"2009S1","Latvia","Euro","254.13",""
"2009S1","Lithuania","Euro","231.70",""
"2009S1","Luxembourg","Euro","1,641.74",""
"2009S1","Hungary","Euro","268.09",""
"2009S1","Malta","Euro","634.88",""
"2009S1","Netherlands","Euro","1,381.20",""
"2009S1","Austria","Euro",":","z"
"2009S1","Poland","Euro","307.21",""
"2009S1","Portugal","Euro","525.00",""
"2009S1","Romania","Euro","149.16",""
"2009S1","Slovenia","Euro","589.19",""
"2009S1","Slovakia","Euro","295.50",""
"2009S1","Finland","Euro",":","z"
"2009S1","Sweden","Euro",":","z"
"2009S1","United Kingdom","Euro","995.28",""
"2009S1","Iceland","Euro",":","z"
"2009S1","Norway","Euro",":","z"
"2009S1","Switzerland","Euro",":","z"
"2009S1","Montenegro","Euro",":",""
"2009S1","Former Yugoslav Republic of Macedonia, the","Euro",":","z"
"2009S1","Albania","Euro",":",""
"2009S1","Serbia","Euro",":",""
"2009S1","Turkey","Euro","309.94",""
"2009S1","United States","Euro","815.79",""
"2010S1","Belgium","Euro","1,387.50",""
"2010S1","Bulgaria","Euro","122.71",""
"2010S1","Czech Republic","Euro","302.19",""
"2010S1","Denmark","Euro",":","z"
"2010S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2010S1","Estonia","Euro","278.02",""
"2010S1","Ireland","Euro","1,461.85",""
"2010S1","Greece","Euro","862.82",""
"2010S1","Spain","Euro","738.85",""
"2010S1","France","Euro","1,343.77",""
"2010S1","Croatia","Euro","385.48",""
"2010S1","Italy","Euro",":","z"
"2010S1","Cyprus","Euro",":","z"
"2010S1","Latvia","Euro","253.77",""
"2010S1","Lithuania","Euro","231.70",""
"2010S1","Luxembourg","Euro","1,682.76",""
"2010S1","Hungary","Euro","271.80",""
"2010S1","Malta","Euro","659.92",""
"2010S1","Netherlands","Euro","1,407.60",""
"2010S1","Austria","Euro",":","z"
"2010S1","Poland","Euro","320.87",""
"2010S1","Portugal","Euro","554.17",""
"2010S1","Romania","Euro","141.63",""
"2010S1","Slovenia","Euro","597.43",""
"2010S1","Slovakia","Euro","307.70",""
"2010S1","Finland","Euro",":","z"
"2010S1","Sweden","Euro",":","z"
"2010S1","United Kingdom","Euro","1,076.46",""
"2010S1","Iceland","Euro",":","z"
"2010S1","Norway","Euro",":","z"
"2010S1","Switzerland","Euro",":","z"
"2010S1","Montenegro","Euro",":",""
"2010S1","Former Yugoslav Republic of Macedonia, the","Euro",":","z"
"2010S1","Albania","Euro",":",""
"2010S1","Serbia","Euro",":",""
"2010S1","Turkey","Euro","338.33",""
"2010S1","United States","Euro","872.32",""
"2011S1","Belgium","Euro","1,415.24",""
"2011S1","Bulgaria","Euro","122.71",""
"2011S1","Czech Republic","Euro","319.22",""
"2011S1","Denmark","Euro",":","z"
"2011S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2011S1","Estonia","Euro","278.02",""
"2011S1","Ireland","Euro","1,461.85",""
"2011S1","Greece","Euro","862.82",""
"2011S1","Spain","Euro","748.30",""
"2011S1","France","Euro","1,365.00",""
"2011S1","Croatia","Euro","381.15",""
"2011S1","Italy","Euro",":","z"
"2011S1","Cyprus","Euro",":","z"
"2011S1","Latvia","Euro","281.93",""
"2011S1","Lithuania","Euro","231.70",""
"2011S1","Luxembourg","Euro","1,757.56",""
"2011S1","Hungary","Euro","280.63",""
"2011S1","Malta","Euro","664.95",""
"2011S1","Netherlands","Euro","1,424.40",""
"2011S1","Austria","Euro",":","z"
"2011S1","Poland","Euro","348.68",""
"2011S1","Portugal","Euro","565.83",""
"2011S1","Romania","Euro","157.20",""
"2011S1","Slovenia","Euro","748.10",""
"2011S1","Slovakia","Euro","317.00",""
"2011S1","Finland","Euro",":","z"
"2011S1","Sweden","Euro",":","z"
"2011S1","United Kingdom","Euro","1,136.22",""
"2011S1","Iceland","Euro",":","z"
"2011S1","Norway","Euro",":","z"
"2011S1","Switzerland","Euro",":","z"
"2011S1","Montenegro","Euro",":",""
"2011S1","Former Yugoslav Republic of Macedonia, the","Euro",":","z"
"2011S1","Albania","Euro",":",""
"2011S1","Serbia","Euro",":",""
"2011S1","Turkey","Euro","384.89",""
"2011S1","United States","Euro","940.48",""
"2012S1","Belgium","Euro","1,443.54",""
"2012S1","Bulgaria","Euro","138.05",""
"2012S1","Czech Republic","Euro","310.23",""
"2012S1","Denmark","Euro",":","z"
"2012S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2012S1","Estonia","Euro","290.00",""
"2012S1","Ireland","Euro","1,461.85",""
"2012S1","Greece","Euro","876.62",""
"2012S1","Spain","Euro","748.30",""
"2012S1","France","Euro","1,398.37",""
"2012S1","Croatia","Euro","373.36",""
"2012S1","Italy","Euro",":","z"
"2012S1","Cyprus","Euro",":","z"
"2012S1","Latvia","Euro","285.92",""
"2012S1","Lithuania","Euro","231.70",""
"2012S1","Luxembourg","Euro","1,801.49",""
"2012S1","Hungary","Euro","295.63",""
"2012S1","Malta","Euro","685.14",""
"2012S1","Netherlands","Euro","1,446.60",""
"2012S1","Austria","Euro",":","z"
"2012S1","Poland","Euro","336.47",""
"2012S1","Portugal","Euro","565.83",""
"2012S1","Romania","Euro","161.91",""
"2012S1","Slovenia","Euro","763.06",""
"2012S1","Slovakia","Euro","327.00",""
"2012S1","Finland","Euro",":","z"
"2012S1","Sweden","Euro",":","z"
"2012S1","United Kingdom","Euro","1,201.96",""
"2012S1","Iceland","Euro",":","z"
"2012S1","Norway","Euro",":","z"
"2012S1","Switzerland","Euro",":","z"
"2012S1","Montenegro","Euro",":",""
"2012S1","Former Yugoslav Republic of Macedonia, the","Euro",":",""
"2012S1","Albania","Euro",":",""
"2012S1","Serbia","Euro",":",""
"2012S1","Turkey","Euro","362.84",""
"2012S1","United States","Euro","971.22",""
"2013S1","Belgium","Euro","1,501.82",""
"2013S1","Bulgaria","Euro","158.50",""
"2013S1","Czech Republic","Euro","318.08",""
"2013S1","Denmark","Euro",":","z"
"2013S1","Germany (until 1990 former territory of the FRG)","Euro",":","z"
"2013S1","Estonia","Euro","320.00",""
"2013S1","Ireland","Euro","1,461.85",""
"2013S1","Greece","Euro","683.76",""
"2013S1","Spain","Euro","752.85",""
"2013S1","France","Euro","1,430.22",""
"2013S1","Croatia","Euro","372.35",""
"2013S1","Italy","Euro",":","z"
"2013S1","Cyprus","Euro",":","z"
"2013S1","Latvia","Euro","286.66",""
"2013S1","Lithuania","Euro","289.62",""
"2013S1","Luxembourg","Euro","1,874.19",""
"2013S1","Hungary","Euro","335.27",""
"2013S1","Malta","Euro","702.82",""
"2013S1","Netherlands","Euro","1,469.40",""
"2013S1","Austria","Euro",":","z"
"2013S1","Poland","Euro","392.73",""
"2013S1","Portugal","Euro","565.83",""
